title,region,edition,xboxid,pubid,gameid,discid,regionid
Aliens Versus Predator: Extinction,Europe,Original,VU03405E,VU,034,05,E
Aliens Versus Predator: Extinction,USA,Original,VU03406A,VU,034,06,A
The Hobbit: The Prelude to the Lord of the Rings,USA,Original,VU03501K,VU,035,01,K
The Hobbit: The Prelude to the Lord of the Rings,Europe,Original,VU03502E,VU,035,02,E
The Chronicles of Riddick: Escape from Butcher Bay,USA,Original,VU03801K,VU,038,01,K
The Chronicles of Riddick: Escape from Butcher Bay,Europe,Original,VU03803E,VU,038,03,E
Red Ninja: End of Honor,Europe,Original,VU03901W,VU,039,01,W
Red Ninja: End of Honor,Germany,Original,VU03902E,VU,039,02,E
Dr. Seuss' The Cat in the Hat,"USA, Japan","Original, World Collection",VU04001K,VU,040,01,K
The Cat in the Hat,Europe,Original,VU04002E,VU,040,02,E
Van Helsing,USA,Original,VU04101K,VU,041,01,K
Van Helsing,Europe,Original,VU04102E,VU,041,02,E
Barbie Horse Adventures: Wild Horse Rescue,Europe,Original,VU04202E,VU,042,02,E
Barbie Horse Adventures: Wild Horse Rescue,USA,Original,VU04205K,VU,042,05,K
Hunter: The Reckoning: Redeemer,USA,Original,VU04501K,VU,045,01,K
Hunter: The Reckoning: Redeemer,Europe,Original,VU04502E,VU,045,02,E
Metal Arms: Glitch in the System,"USA, Europe",Demo,VU04650W,VU,046,50,W
Fight Club,Europe,Original,VU04702W,VU,047,02,W
Predator: Concrete Jungle,Europe,Original,VU04801W,VU,048,01,W
Leisure Suit Larry: Magna Cum Laude,Europe,Original,VU04901E,VU,049,01,E
Leisure Suit Larry: Magna Cum Laude,USA,Original,VU04902K,VU,049,02,K
Leisure Suit Larry: Magna Cum Laude,France,Original,VU04903E,VU,049,03,E
Leisure Suit Larry: Magna Cum Laude,Germany,Original,VU04904E,VU,049,04,E
Leisure Suit Larry: Magna Cum Laude,Spain,Original,VU04905E,VU,049,05,E
Leisure Suit Larry: Magna Cum Laude,Italy,Original,VU04906E,VU,049,06,E
Spyro: A Hero's Tail,USA,Original,VU05201W,VU,052,01,W
Spyro: A Hero's Tail,Europe,Original,VU05202E,VU,052,02,E
Crash Twinsanity,USA,Original,VU05401W,VU,054,01,W
Crash Twinsanity,Europe,Original,VU05402E,VU,054,02,E
Robots,Asia,Original,VU05501K,VU,055,01,K
Robots,Europe,Original,VU05502E,VU,055,02,E
The Incredible Hulk: Ultimate Destruction,Europe,Original,VU05702E,VU,057,02,E
The Incredible Hulk: Ultimate Destruction,Asia,Original,VU05703W,VU,057,03,W
The Chronicles of Riddick: Escape from Butcher Bay,Europe,Demo,VU05951W,VU,059,51,W
Scarface: The World Is Yours,Europe,Original,VU06301W,VU,063,01,W
Scarface: The World Is Yours,Australia,Original,VU06302E,VU,063,02,E
Men of Valor,Germany,Original,VU06401E,VU,064,01,E
Crash Tag Team Racing,Europe,Original,VU06501E,VU,065,01,E
Crash Tag Team Racing,USA,Original,VU06502W,VU,065,02,W
50 Cent: Bulletproof,"USA, Europe",Original,VU06601W,VU,066,01,W
Eragon,Europe,Original,VU06701W,VU,067,01,W
Bass Pro Shops: Trophy Hunter 2007,USA,Original,VU07202W,VU,072,02,W
Bass Pro Shops: Trophy Bass 2007,USA,Original,VU07301W,VU,073,01,W
The Legend of Spyro: A New Beginning,USA,Original,VU07401W,VU,074,01,W
Ice Age 2: The Meltdown,USA,Original,VU07501W,VU,075,01,W
Ice Age 2: The Meltdown,Europe,Original,VU07502E,VU,075,02,E
Crash Bandicoot: The Wrath of Cortex,Europe,"Original, Classics",VV00101E,VV,001,01,E
Bruce Lee: Quest of the Dragon,Europe,Original,VV00201E,VV,002,01,E
The Thing,Europe,Original,VV00301E,VV,003,01,E
The Thing,Germany,Original,VV00302E,VV,003,02,E
The Lord of the Rings: The Fellowship of the Ring,Europe,Original,VV00501E,VV,005,01,E
Hulk,Europe,Original,VV00801E,VV,008,01,E
Jurassic Park: Operation Genesis,Europe,Original,VV01001E,VV,010,01,E
Judge Dredd: Dredd vs. Death,Europe,Original,VV01301E,VV,013,01,E
Judge Dredd: Dredd vs. Death,Germany,Original,VV01302E,VV,013,02,E
James Cameron's Dark Angel,Europe,Original,VV01601E,VV,016,01,E
Mace Griffin: Bounty Hunter,Europe,Original,VV01701E,VV,017,01,E
Mace Griffin: Bounty Hunter,Germany,Original,VV01702E,VV,017,02,E
BloodRayne,Europe,Original,VV03301E,VV,033,01,E
SWAT: Global Strike Team,USA,Original,VV03701K,VV,037,01,K
SWAT: Global Strike Team,Europe,Original,VV03702E,VV,037,02,E
SWAT: Global Strike Team,Europe,Original,VV03703E,VV,037,03,E
Die Hard: Vendetta,Europe,Original,VV04105E,VV,041,05,E
Die Hard: Vendetta,Germany,Original,VV04106E,VV,041,06,E
Ultimate Beach Soccer,USA,Original,WE00102A,WE,001,02,A
Pro Beach Soccer,Europe,Original,WE00103E,WE,001,03,E
Curse: The Eye of Isis,USA,Original,WE00504A,WE,005,04,A
Curse: The Eye of Isis,Europe,Original,WE00505E,WE,005,05,E
Justice League Heroes,Europe,Original,WR00101L,WR,001,01,L
Xbox Wireless Adapter Setup v1.0,USA,Bundled with Xbox Wireless Adapter,X09-9773,X0,9-9,77,3
,,,,,,,
Xbox-ism: TGS2002 Playable Disc,Japan,Hibaihin,XD00701J,XD,007,01,J
Xbox-ism: Winter 2002,Japan,Hibaihin,XD01001J,XD,010,01,J
,,,,,,,
Metal Dungeon,USA,Original,XI00101A,XI,001,01,A
Black Stone: Magic & Steel,"USA, Europe",Original,XI00401L,XI,004,01,L
Motor Trend Presents Lotus Challenge,USA,Original,XI00501A,XI,005,01,A
Motor Trend Presents Lotus Challenge,Europe,Original,XI00503E,XI,005,03,E
Judge Dredd: Dredd vs. Death,USA,Original,XI00701A,XI,007,01,A
,,,,,,,
Xbox Demo Disc Version 1.1,USA,Kiosk Demo,XK00201A,XK,002,01,A
Xbox Demo Disk Version 3.0,Europe,Original,XK00307E,XK,003,07,E
Xbox Demo Disk Version 4.0,Europe,Original,XK00405E,XK,004,05,E
Xbox Demo Disk Version 1.4,USA,Kiosk Demo,XK00505A,XK,005,05,A
Xbox Demo Disc Version 1.4,USA,Kiosk Demo,XK00506A,XK,005,06,A
Xbox Demo Disc Version 1.4,USA,Kiosk Demo,XK00507A,XK,005,07,A
Xbox Demo Disk Version 5.0,Europe,Original,XK00514E,XK,005,14,E
Xbox Demo Disk Version 5.0,Germany,Original,XK00518E,XK,005,18,E
Xbox Demo Disc,USA,,XK00701A,XK,007,01,A
Xbox Demo Disc Version 2.1,USA,Kiosk Demo,XK00702A,XK,007,02,A
Xbox Demo Disc Version 7.0,Europe,Kiosk Demo,XK00707E,XK,007,07,E
Xbox Demo Disk Version 7.0,Germany,Original,XK00708E,XK,007,08,E
Xbox Exhibition,USA,Original,XK00902A,XK,009,02,A
Xbox Demo Disk Version 9.0,Europe,Original,XK00903E,XK,009,03,E
Xbox the Best of Demo Disk Version 10.0,Europe,Original,XK01002E,XK,010,02,E
The Ultimate Selection,Australia,,XK01005E,XK,010,05,E
Xbox Exhibition Volume 2,USA,"Original, Bundled with The Ultimate Halo Companion DVD Set",XK01202A,XK,012,02,A
Xbox Demo Disc Version 2.3,USA,Kiosk Demo,XK01501A,XK,015,01,A
Xbox Exhibition Volume 3,USA,Original,XK01801A,XK,018,01,A
Xbox Demo Disc Version 2.5,USA,Kiosk Demo,XK02002A,XK,020,02,A
Xbox Demo Disc Version 3.0,USA,Kiosk Demo,XK02201A,XK,022,01,A
Xbox Demo Disc Version 4.4,USA,Kiosk Demo,XK02201A,XK,022,01,A
Xbox Demo Disc Version 3.1,USA,Kiosk Demo,XK02401A,XK,024,01,A
Xbox Demo Disc Version 3.2,USA,Kiosk Demo,XK02501A,XK,025,01,A
Xbox Demo Disc Version 3.3,USA,Kiosk Demo,XK02601A,XK,026,01,A
Xbox Demo Disc Version 3.3,USA,Kiosk Demo,XK02603A,XK,026,03,A
Xbox Demo Disc Version 3.4,USA,Kiosk Demo,XK02701A,XK,027,01,A
Xbox Demo Disc Version 3.4,USA,Kiosk Demo,XK02702A,XK,027,02,A
Xbox Demo Disc Version 3.5,USA,Kiosk Demo,XK02801A,XK,028,01,A
Xbox-ism: Tokyo Game Show 2003 (Disc 1) (Eizou-shuu + Taikenban),Japan,Hibaihin,XK03001J,XK,030,01,J
Xbox Exhibition Volume 4,USA,Original,XK03103A,XK,031,03,A
Xbox-ism: Winter 2003,Japan,Hibaihin,XK03201J,XK,032,01,J
Xbox-ism: New Year 2004,Japan,Hibaihin,XK03301J,XK,033,01,J
Xbox-ism: Spring 2004,Japan,Hibaihin,XK03501J,XK,035,01,J
Xbox Exhibition Volume 5,USA,Original,XK03601A,XK,036,01,A
Xbox Demo Disc Version 3.6,USA,Kiosk Demo,XK03701A,XK,037,01,A
Xbox-ism: Summer 2004,Japan,Hibaihin,XK03801J,XK,038,01,J
Xbox Demo Disc Version 4.0,USA,Kiosk Demo,XK03901A,XK,039,01,A
Xbox Demo Disc Version 4.1,USA,Kiosk Demo,XK04101A,XK,041,01,A
Xbox-ism: Tokyo Game Show 2004 (Disc 1) (Taikenban),Japan,Hibaihin,XK04201J,XK,042,01,J
Xbox Exhibition Volume 6,USA,Original,XK04303A,XK,043,03,A
Xbox Exhibition Volume 7,USA,Original,XK04501A,XK,045,01,A
Microsoft Game Studios New Year 2005,Japan,"Taikenban, Eizou + Taikenban",XK04901J,XK,049,01,J
Xbox Demo Disc Version 4.5,USA,Kiosk Demo,XK05101A,XK,051,01,A
Xbox Demo Disc Version 2.4,USA,Kiosk Demo,XK10601A,XK,106,01,A
,,,,,,,
Xbox Live Beta Starter Kit Disc v. 1.0,USA,Xbox Live Beta Starter Kit,XL00403A,XL,004,03,A
Xbox Live Beta Starter Kit Disc,USA,Xbox Live Beta Starter Kit,XL00602L,XL,006,02,L
Xbox Live Starter Kit Disc,"USA, Europe",Bundled with Xbox Live Starter Kit,XL00703L,XL,007,03,L
Xbox Live Starter Kit Disc,USA,Bundled with Xbox Live Starter Kit,XL00705A,XL,007,05,A
Xbox Live Starter Kit Disc,Europe,Bundled with Xbox Live Starter Kit,XL00706E,XL,007,06,E
Xbox Live Starter Kit Disc,"USA, Europe",Bundled with Xbox Live Starter Kit,XL00707W,XL,007,07,W
Xbox Live Starter Kit Disc + Zunou Taisen Live,Japan,"Bundled with Xbox Live Starter Kit, Bundled with Xbox Video Chat Kit",XL01101J,XL,011,01,J
Star Wars: The Clone Wars + Tetris Worlds,USA,"Bundled with Xbox: Limited Edition Package, Promotional Offer",XL01322A,XL,013,22,A
Star Wars: The Clone Wars + Tetris Worlds,Asia,Bundled with Xbox: Limited Edition Package,XL01323J,XL,013,23,J
NCAA Football 2005 + Top Spin,USA,Bundled with Xbox,XL01504A,XL,015,04,A
Xbox Live Starter Kit Disc,USA,Bundled with Xbox Live Starter Kit,XL01670A,XL,016,70,A
Xbox Live Starter Kit Disc,Europe,Bundled with Xbox Live Starter Kit,XL01671E,XL,016,71,E
MechAssault 2: Lone Wolf + OutRun 2,USA,Demo,XL01971W,XL,019,71,W
Forza Motorsport,USA,Bundled with Xbox,XL02070W,XL,020,70,W
,,,,,,,
Malice,Europe,Original,XM00201E,XM,002,01,E
Championship Bowling,USA,Original,XM00301A,XM,003,01,A
,,,,,,,
Hello Kitty: Mission Rescue,Asia,Original,XP00401J,XP,004,01,J
Hello Kitty: Roller Rescue,Europe,Original,XP00402E,XP,004,02,E
SeaBlade,USA,Original,XXXXXXXX,XX,XXX,XX,X
Dead or Alive 1 Ultimate,USA,Beta,XXXXXXXX,XX,XXX,XX,X
Panzer Dragoon Orta,Europe,Beta,XXXXXXXX,XX,XXX,XX,X
Murakumo,Korea,Original,YB00101J,YB,001,01,J
Turok: Evolution,USA,Beta,ZB7686-D,ZB,768,6-,D
100 Bullets,USA,Proto,ZC1946-D,ZC,194,6-,D
Project: Snowblind,USA,Beta,ZC6134-D,ZC,613,4-,D
NBA Ballers: Phenom,World,,ZC7611-D,ZC,761,1-,D
Pool Shark 2,Europe,Original,ZD00101E,ZD,001,01,E
Alien Hominid,Europe,Original,ZD00401E,ZD,004,01,E
FlatOut 2,USA,Beta,ZD4136-D,ZD,413,6-,D
